id_emprestimo,id_usuario,id_livro,data_emprestimo,data_devolucao
679,6876,4062,2025-08-10,2025-08-11
680,8079,4060,2025-07-19,2025-08-11
681,4903,2724,2026-05-31,2026-06-22
682,497,2944,2025-08-09,2025-09-07
683,3991,3519,2025-12-11,2025-12-28
684,5900,4654,2026-01-31,2026-02-13
685,7398,1675,2025-08-18,2025-09-05
686,2220,1281,2025-08-15,
687,7487,1364,2025-07-30,2025-08-19
688,7172,1618,2026-04-10,2026-05-01
689,5336,3887,2026-01-25,2026-02-19
690,5436,3475,2026-04-04,2026-04-10
691,931,393,2025-10-15,2025-10-24
692,3941,4162,2026-05-21,2026-05-29
693,1535,1414,2026-01-02,2026-01-05
694,2480,4056,2026-02-01,2026-02-19
695,711,3808,2025-10-28,2025-10-31
696,5519,1286,2025-08-13,
697,5012,313,2026-05-03,2026-05-23
698,3472,1825,2026-05-01,2026-05-16
699,1719,4388,2026-02-10,2026-03-04
700,3873,2317,2025-12-02,2025-12-18
701,996,43,2026-04-21,2026-05-05
702,8145,4324,2025-10-08,2025-10-28
703,4390,3699,2026-04-10,
704,2944,4377,2025-09-14,2025-09-24
705,4493,2854,2025-09-15,2025-10-07
706,968,4069,2026-06-05,2026-07-02
707,8939,2747,2025-10-06,2025-10-26
708,10421,2301,2026-06-07,2026-06-19
709,6134,674,2026-02-05,2026-02-24
710,5720,3719,2025-11-29,
711,1174,1586,2025-08-07,2025-08-11
712,3534,2849,2026-04-10,2026-04-26
713,208,1597,2026-02-19,
714,4625,3086,2025-10-25,2025-11-20
715,2405,4832,2026-01-12,2026-01-20
716,9675,932,2025-09-17,2025-10-05
717,4814,1213,2025-11-03,
718,3704,1341,2026-04-01,2026-04-23
719,10134,3373,2025-11-03,2025-11-18
720,7177,4841,2025-12-17,2025-12-31
721,8445,3753,2025-12-02,2025-12-26
722,9850,2849,2025-10-30,2025-11-05
723,7759,3748,2025-10-18,2025-10-30
724,9360,3623,2026-05-01,2026-05-24
725,2730,1196,2026-02-03,2026-02-10
726,5171,4353,2025-06-15,
727,6813,3675,2026-06-12,2026-06-20
728,8085,2728,2025-11-12,2025-12-07
729,7060,1185,2025-06-15,2025-07-15
730,4489,972,2025-06-23,
731,9105,2232,2025-07-19,2025-07-30
732,3043,2601,2026-04-21,2026-05-05
733,6562,1011,2025-12-12,
734,877,3297,2025-08-11,2025-09-08
735,1007,1585,2025-12-25,2025-12-27
736,649,2617,2026-01-23,2026-02-11
737,6008,1585,2025-06-15,2025-07-02
738,408,4519,2026-05-10,
739,9483,824,2026-03-30,2026-04-25
740,9719,3162,2025-09-24,2025-10-10
741,6313,4055,2026-03-21,2026-04-20
742,8409,4670,2026-05-08,2026-05-31
743,59,3029,2026-06-13,2026-06-21
744,7733,1648,2025-11-07,2025-11-21
745,472,3751,2025-10-30,2025-11-27
746,6368,353,2025-12-24,2026-01-23
747,2915,4777,2026-02-03,
748,9881,2687,2025-08-17,2025-08-20
749,2056,1564,2026-05-10,2026-05-16
750,5615,3084,2026-01-03,2026-01-23
751,3044,349,2026-02-08,2026-03-06
752,3715,1668,2025-06-14,2025-07-12
753,4400,2430,2025-12-05,2025-12-12
754,5895,2015,2025-08-31,2025-09-26
755,3340,689,2026-04-22,2026-05-01
756,8637,4962,2025-11-06,2025-11-17
757,285,917,2025-12-12,2025-12-28
758,5116,986,2025-08-17,2025-08-18
759,2654,176,2026-05-15,2026-06-07
760,9907,1167,2026-05-16,2026-05-30
761,4561,1449,2026-01-24,2026-02-12
762,4642,185,2025-09-10,2025-09-26
763,5294,4037,2025-06-27,
764,693,2388,2026-04-19,2026-04-22
765,7335,1449,2025-07-25,2025-08-06
766,7553,727,2025-08-15,2025-09-13
767,6544,4587,2025-10-22,2025-10-29
768,7113,221,2026-05-03,2026-05-18
769,6583,1328,2025-10-05,2025-10-11
770,7307,3329,2025-07-05,2025-07-30
771,1020,4495,2025-09-19,2025-10-02
772,1173,3070,2025-10-28,2025-11-23
773,7374,3040,2025-09-05,
774,1986,3113,2025-11-13,2025-12-07
775,4493,4522,2026-05-04,
776,2819,1320,2026-05-28,
777,1497,2099,2026-05-20,2026-06-06
778,9593,970,2025-12-13,2026-01-08
779,8605,3297,2026-04-13,2026-04-19
780,6639,2432,2025-06-26,2025-07-18
781,2350,3031,2026-03-01,2026-03-10
782,7457,4421,2026-05-08,2026-05-20
783,6956,2532,2026-04-01,2026-04-27
784,7738,4654,2026-01-07,2026-01-12
785,401,3909,2025-08-02,2025-08-09
786,1036,3939,2025-07-04,
787,9087,561,2025-09-05,2025-09-20
788,1584,4188,2026-02-05,2026-02-19
789,6754,986,2025-07-27,2025-07-29
790,40,2284,2025-09-24,2025-10-12
791,5,4284,2026-05-30,
792,3975,4598,2026-03-09,2026-03-29
793,232,2973,2025-10-11,2025-10-14
794,972,2948,2025-07-18,2025-08-06
795,3459,481,2025-08-07,
796,844,2452,2025-07-06,2025-07-31
797,379,2844,2025-11-23,2025-12-12
798,5367,115,2026-04-24,2026-05-05
799,3362,1614,2025-09-10,
800,5717,2923,2025-10-27,2025-11-17
801,150,4218,2026-04-28,2026-05-11
802,3659,2245,2025-12-08,
803,808,487,2025-10-03,2025-10-22
804,972,2508,2025-07-10,2025-07-28
805,1277,3674,2025-08-24,
806,2183,2428,2025-07-08,2025-07-14
807,8499,363,2025-10-06,2025-10-09
808,1943,1102,2026-05-28,2026-05-30
809,296,2101,2025-07-14,2025-07-21
810,1924,4098,2025-12-01,2025-12-07
811,6189,915,2025-11-20,2025-11-28
812,9410,1548,2026-04-16,2026-04-19
813,468,2417,2026-02-08,2026-03-08
814,1068,1401,2025-11-23,
815,8275,4998,2026-02-06,2026-02-26
816,2926,60,2025-10-12,
817,6303,758,2025-07-02,2025-07-17
818,8493,689,2026-01-09,
819,8865,585,2025-12-29,2026-01-12
820,4566,4112,2026-01-14,
821,6990,2518,2025-12-15,2025-12-27
822,1859,2130,2025-12-02,2025-12-06
823,4768,3215,2025-08-01,2025-08-04
824,9367,3742,2026-04-18,2026-04-24
825,4045,2789,2026-04-16,2026-05-12
826,3568,2167,2026-04-17,
827,9748,143,2026-03-31,
828,6508,2353,2026-04-07,2026-04-24
829,5889,3089,2025-10-30,
830,4844,1494,2026-01-08,2026-01-31
831,4483,3460,2025-11-21,2025-11-30
832,4183,2933,2025-11-07,2025-11-13
833,4491,4927,2025-11-22,2025-12-17
834,4573,2467,2026-05-22,2026-06-10
835,7505,3869,2025-09-28,2025-10-06
836,2046,436,2025-11-02,
837,2060,2052,2025-12-26,2026-01-19
838,4209,1656,2026-05-22,2026-05-26
839,6593,2522,2026-01-10,2026-01-13
840,8684,3305,2025-11-27,2025-12-02
841,1830,1247,2026-03-30,2026-04-18
842,866,3482,2026-04-16,2026-05-08
843,7661,1026,2026-03-29,2026-04-16
844,3078,1925,2025-08-06,2025-08-25
845,4242,4835,2025-08-25,
846,8947,4882,2025-12-14,2025-12-19
847,9627,376,2025-10-31,2025-11-25
848,6636,187,2026-04-20,2026-05-17
849,344,4708,2025-10-31,
850,2218,989,2025-12-30,2026-01-24
851,3223,4343,2025-08-06,2025-08-29
852,7605,61,2025-11-01,2025-11-08
853,9041,1085,2025-08-09,
854,8460,2475,2026-02-03,2026-03-05
855,9155,1420,2025-10-05,2025-10-11
856,7935,915,2026-04-29,2026-05-11
857,820,4111,2025-09-01,2025-09-14
858,1251,4112,2025-12-02,2025-12-16
859,8762,4742,2025-08-01,
860,6523,211,2025-10-31,2025-11-27
861,8367,2706,2026-02-09,2026-02-21
862,8709,3873,2025-06-27,2025-06-29
863,9998,2348,2025-10-18,2025-11-15
864,4943,3128,2025-09-21,2025-09-26
865,7583,4516,2025-12-12,2025-12-22
866,8114,4221,2025-07-10,2025-07-21
867,3921,1322,2026-01-09,2026-01-13
868,777,2035,2025-09-02,2025-09-25
869,6810,365,2026-02-02,2026-02-22
870,205,1093,2025-10-25,2025-11-10
871,308,3324,2025-10-30,2025-11-08
872,3276,4178,2025-10-31,2025-11-29
873,647,4833,2026-03-15,
874,8385,853,2025-08-11,2025-09-09
875,5544,2287,2026-01-19,2026-01-22
876,6283,1476,2025-09-25,2025-10-24
877,7104,3318,2025-10-06,2025-10-07
878,8570,1556,2025-08-01,2025-08-30
879,8307,1230,2025-11-17,2025-11-27
880,6140,1095,2025-08-12,2025-09-10
881,9920,1856,2026-04-08,2026-04-11
882,2002,1546,2025-08-12,2025-08-29
883,8477,2900,2026-03-24,2026-04-16
884,7221,2844,2025-09-15,2025-10-13
885,560,2204,2026-05-17,2026-05-18
886,7836,2759,2026-02-11,
887,7920,137,2026-01-20,2026-02-05
888,6567,3575,2026-05-22,2026-06-05
889,2741,915,2026-01-25,2026-02-02
890,2120,482,2025-10-24,2025-11-10
891,5630,921,2026-02-04,2026-02-23
892,2110,717,2026-04-02,2026-04-17
893,7340,1136,2025-07-03,2025-08-02
894,7016,4266,2026-04-23,2026-04-25
895,8418,3510,2025-12-06,2025-12-09
896,8144,3665,2025-08-23,2025-08-28
897,591,4571,2026-01-05,
898,1175,989,2025-07-14,2025-07-31
899,9029,3833,2025-10-24,2025-11-02
900,4253,2645,2026-03-16,2026-04-15
901,8454,2101,2026-05-11,2026-06-01
902,7935,4673,2026-04-26,
903,1638,2345,2025-07-05,2025-08-04
904,7243,1875,2025-11-14,2025-11-22
905,2876,324,2025-10-12,2025-10-24
906,7124,3799,2025-09-01,
907,6884,2753,2026-01-14,2026-02-10
908,6474,936,2025-10-21,2025-11-18
909,2160,2628,2026-05-18,2026-06-12
910,8539,3955,2025-08-05,2025-09-03
911,9077,2519,2025-12-13,
912,7953,137,2026-05-16,2026-05-17
913,3313,1779,2025-07-04,
914,2866,1463,2026-02-10,2026-02-15
915,2671,4912,2025-09-07,2025-10-06
916,1340,78,2025-08-31,2025-09-26
917,7554,1534,2026-05-14,2026-05-23
918,5096,4708,2026-05-25,
919,7606,2687,2026-03-07,2026-03-30
920,3707,1818,2025-12-18,2025-12-29
921,3636,905,2025-11-19,2025-11-30
922,6525,3771,2025-07-02,2025-07-29
923,9413,4674,2026-05-23,2026-06-21
924,6529,4362,2025-11-16,2025-12-02
925,6244,4410,2026-01-28,2026-01-29
926,184,3272,2025-08-28,2025-09-05
927,7666,3170,2026-05-23,2026-05-24
928,7112,2364,2026-02-20,2026-03-01
929,9826,3983,2025-09-06,2025-09-08
930,3830,456,2026-02-17,2026-03-06
931,3096,4824,2025-10-18,2025-11-05
932,4387,1458,2025-09-17,
933,1427,300,2025-10-04,
934,7021,2289,2025-12-27,2026-01-19
935,4138,2865,2025-06-25,2025-06-28
936,6364,3043,2026-02-01,
937,7112,1482,2025-09-25,2025-10-07
938,2691,414,2025-10-27,2025-11-25
939,5550,1659,2026-05-22,2026-06-01
940,9452,833,2025-07-16,2025-07-19
941,6310,3543,2026-02-09,2026-02-15
942,6620,3127,2026-03-17,2026-04-12
943,5430,542,2025-08-21,2025-09-05
944,7061,3387,2025-06-16,2025-06-29
945,6802,1485,2026-01-05,2026-01-31
946,10296,1724,2026-04-22,2026-05-17
947,7788,4689,2025-10-08,2025-10-29
948,3496,2032,2025-09-07,
949,3320,3840,2025-07-02,2025-07-10
950,5846,1146,2025-10-08,2025-10-15
951,7692,908,2025-08-27,2025-09-13
952,2513,4742,2026-06-12,
953,10181,46,2026-01-13,
954,9895,2112,2025-07-28,
955,2883,3758,2025-07-16,2025-07-18
956,1066,3975,2026-02-28,2026-03-30
957,2807,3272,2025-12-26,2026-01-13
958,7217,930,2026-03-08,
959,8331,253,2025-07-21,2025-08-01
960,7818,699,2025-11-22,2025-12-08
961,456,117,2026-03-06,2026-03-31
962,5709,1441,2026-03-21,2026-04-05
963,874,757,2025-12-27,2026-01-11
964,7716,1372,2026-02-12,2026-03-07
965,3350,4509,2025-06-17,2025-07-01
966,1546,63,2026-02-10,2026-03-07
967,8830,794,2025-12-01,2025-12-19
968,9909,4694,2026-03-28,
969,8344,4963,2025-09-02,
970,6908,2497,2026-01-11,2026-01-27
971,6541,1546,2026-02-03,2026-03-03
972,898,4962,2026-02-12,2026-02-18
973,5916,998,2025-10-02,2025-10-16
974,8137,2399,2025-06-16,2025-07-10
975,7340,1457,2026-04-26,2026-05-07
976,7400,108,2025-09-29,2025-10-22
977,4872,3086,2025-11-17,2025-12-17
978,1776,727,2025-08-04,2025-08-12
979,4984,272,2025-12-31,
980,2411,115,2025-08-29,2025-09-20
981,6975,1548,2025-08-26,2025-09-04
982,8328,3728,2025-08-30,2025-09-05
983,4977,2758,2025-07-14,2025-07-17
984,1427,4110,2026-03-10,2026-03-16
985,9555,2215,2026-02-24,2026-03-25
986,2489,741,2025-10-25,2025-11-12
987,8130,4408,2026-02-19,2026-02-20
988,3777,1095,2025-10-13,2025-10-21
989,9474,1892,2026-06-01,
990,3114,1458,2025-11-01,2025-11-18
991,6645,3306,2026-01-31,
992,7578,1489,2025-08-14,2025-08-31
993,8590,484,2025-11-24,2025-11-28
994,8656,649,2025-10-14,2025-11-05
995,3304,576,2025-07-01,2025-07-11
996,9727,4420,2025-10-21,2025-10-23
997,2169,689,2025-07-12,2025-07-30
998,159,2841,2025-10-17,2025-11-04
999,789,2179,2026-02-28,2026-03-23
1000,3099,1663,2026-06-08,2026-07-07
1001,497,2595,2026-01-03,2026-01-15
1002,6193,3171,2026-05-06,2026-06-05
1003,3036,2451,2026-06-10,2026-06-14
1004,2422,3233,2026-04-23,2026-05-10
1005,316,4595,2026-04-02,2026-04-05
1006,239,4446,2026-02-07,
1007,8342,4451,2025-09-01,2025-09-07
1008,9871,3839,2025-06-25,2025-07-09
1009,2810,700,2026-03-07,2026-03-11
1010,2690,2598,2025-11-11,2025-11-23
1011,5637,2985,2025-09-10,2025-10-01
1012,3403,2289,2026-01-01,2026-01-26
1013,8319,2910,2026-02-13,2026-03-11
1014,6528,3091,2025-07-31,
1015,3915,1231,2025-09-05,2025-09-16
1016,2259,1043,2025-06-24,2025-07-09
1017,9275,2873,2025-08-08,2025-08-26
1018,6883,2595,2025-09-04,2025-09-26
1019,587,2446,2025-09-03,2025-09-30
1020,4278,727,2026-03-27,2026-04-23
1021,6135,2499,2026-02-06,2026-02-10
1022,2036,58,2025-12-21,2026-01-07
1023,5669,2242,2025-08-30,2025-09-29
1024,8366,302,2026-01-15,
1025,9155,2334,2025-09-30,2025-10-24
1026,169,1705,2026-05-25,2026-06-19
1027,1317,2271,2026-02-04,2026-02-25
1028,2233,1702,2025-09-04,
1029,3360,1077,2026-05-12,2026-06-10
1030,8011,385,2025-12-12,2026-01-07
1031,8018,2094,2025-10-12,2025-10-19
1032,9378,3185,2025-09-30,
1033,1629,3471,2026-05-25,2026-06-07
1034,1180,3777,2026-01-18,2026-02-11
1035,2947,624,2026-05-31,2026-06-30
1036,5975,2289,2026-01-21,2026-02-17
1037,1983,2132,2026-03-22,2026-04-14
1038,7736,1510,2026-02-08,2026-02-12
1039,5190,89,2026-02-07,2026-02-20
1040,5976,4950,2025-06-26,2025-06-27
1041,7094,3715,2026-05-04,
1042,3727,2820,2026-02-18,2026-03-14
1043,6478,573,2026-05-09,2026-05-19
1044,7259,130,2026-03-22,2026-04-04
1045,2405,1034,2026-03-02,2026-03-21
1046,5395,112,2026-01-15,2026-01-24
1047,7961,4303,2025-10-06,
1048,7885,3266,2026-03-19,
1049,920,622,2026-04-08,2026-04-18
1050,1709,2987,2025-09-02,
1051,4543,3655,2025-08-22,2025-09-20
1052,4392,3349,2026-03-01,
1053,6614,2215,2025-11-11,2025-12-02
1054,3121,1646,2026-04-17,2026-04-20
1055,1333,3129,2025-07-06,2025-07-07
1056,5211,1458,2026-05-05,2026-05-11
1057,8163,4771,2026-02-28,2026-03-05
1058,3718,4475,2026-04-01,2026-04-28
1059,9971,2810,2026-02-04,
1060,6297,2795,2025-11-14,2025-11-16
1061,4019,1626,2025-09-18,2025-10-03
1062,7959,67,2025-08-01,2025-08-23
1063,9997,4029,2025-10-28,2025-11-06
1064,3492,832,2025-07-19,
1065,7095,4601,2026-04-26,
1066,1099,2897,2025-07-06,2025-07-11
1067,930,134,2025-12-02,2025-12-12
1068,6637,4299,2026-01-31,2026-03-02
1069,9936,2789,2026-01-10,2026-01-23
1070,9297,105,2026-01-10,2026-02-04
1071,4921,3272,2025-12-14,2025-12-25
1072,10458,2804,2026-03-18,2026-04-05
1073,6808,2948,2025-07-10,
1074,3911,2041,2026-02-21,
1075,9192,3566,2026-03-28,2026-04-01
1076,7050,1414,2025-12-01,2025-12-12
1077,492,795,2026-05-31,2026-06-14
1078,8861,4075,2025-11-19,2025-12-04
1079,2633,2760,2025-07-02,2025-07-10
1080,1110,1121,2026-05-27,2026-06-21
1081,6193,2762,2026-01-09,2026-01-25
1082,3055,1078,2025-11-22,2025-12-14
1083,9748,853,2026-02-01,2026-02-04
1084,6616,1817,2026-02-27,2026-03-07
1085,4117,1935,2025-08-09,2025-09-01
1086,8563,3968,2025-10-09,2025-10-26
1087,1423,1458,2025-10-02,2025-10-05
1088,7928,986,2026-05-28,2026-06-10
1089,3155,3043,2026-03-30,2026-04-06
1090,2184,3557,2026-03-01,2026-03-30
1091,4715,2096,2026-02-17,2026-03-12
1092,5260,2507,2026-01-12,2026-01-20
1093,3007,3157,2025-09-20,2025-09-28
1094,2247,666,2026-04-25,2026-05-20
1095,2551,1192,2025-12-01,2025-12-25
1096,2877,472,2026-06-13,
1097,8411,3857,2025-07-09,
1098,5991,2362,2026-03-23,2026-04-16
1099,3593,4591,2025-10-01,2025-10-14
1100,741,3518,2026-02-20,
1101,1281,3968,2025-10-14,2025-11-05
1102,2242,3058,2026-02-02,2026-03-02
1103,9727,1761,2025-09-11,2025-10-05
1104,9163,1578,2026-02-14,2026-03-03
1105,4799,2244,2025-11-13,2025-11-25
1106,333,1526,2026-04-12,2026-04-23
1107,5939,3967,2025-10-13,2025-10-14
1108,9057,2656,2025-09-21,
1109,3857,1795,2025-08-27,2025-08-28
1110,6168,2179,2025-12-20,2026-01-01
1111,6304,1675,2026-03-04,
1112,5244,4654,2026-03-13,2026-03-24
1113,9457,368,2026-03-11,2026-04-10
1114,1571,3985,2026-01-03,2026-02-02
1115,6982,4084,2026-05-23,2026-06-10
1116,675,4985,2025-11-29,
1117,2758,2350,2026-04-12,
1118,6262,4178,2025-07-20,2025-07-27
1119,2165,4339,2026-01-16,2026-02-05
1120,907,1225,2026-06-13,
1121,4173,2876,2025-11-22,
1122,4178,2862,2025-08-10,2025-09-08
1123,7098,3453,2025-09-09,2025-09-24
1124,3758,17,2025-08-26,2025-09-16
1125,5345,4471,2026-02-22,2026-03-20
1126,1894,4854,2026-01-27,2026-02-26
1127,1400,4679,2026-03-13,2026-03-25
1128,5286,630,2025-08-21,2025-09-06
1129,5153,738,2025-11-07,2025-11-16
1130,8197,3386,2026-01-25,2026-02-23
1131,1903,2277,2026-06-05,2026-06-06
1132,7014,3287,2026-04-12,2026-04-30
1133,2822,3291,2025-12-08,2025-12-15
1134,6484,791,2025-09-09,2025-09-28
1135,3337,4084,2026-01-28,2026-02-23
1136,9848,3468,2026-01-23,2026-02-03
1137,2981,2626,2025-11-27,
1138,6012,4861,2025-07-11,
1139,2482,3058,2025-11-17,
1140,9879,2367,2026-01-06,
1141,8351,294,2026-02-03,2026-02-12
1142,1675,915,2026-02-21,2026-03-05
1143,773,3373,2025-06-25,2025-07-08
1144,3086,2167,2025-07-18,2025-08-15
1145,7816,287,2025-11-14,2025-11-27
1146,2315,1734,2025-09-25,2025-10-17
1147,6169,303,2025-10-20,2025-10-31
1148,7730,4221,2025-12-01,2025-12-25
1149,4864,563,2025-11-26,2025-12-08
1150,1664,3788,2025-08-19,2025-09-18
1151,5265,2616,2026-02-17,2026-03-02
1152,7393,535,2025-08-31,2025-09-08
1153,7480,128,2025-12-10,2026-01-02
1154,8189,4032,2026-05-17,2026-05-19
1155,7015,3828,2025-10-13,
1156,2336,4563,2025-10-22,2025-11-12
1157,4030,3460,2025-11-22,2025-12-01
1158,7963,2367,2026-05-11,2026-05-27
1159,3667,3225,2026-05-17,2026-05-24
1160,3974,1639,2026-02-05,
1161,7792,4471,2026-06-10,2026-06-27
1162,4091,1181,2025-11-03,2025-12-03
1163,2897,1946,2026-03-21,2026-04-09
1164,204,3319,2025-11-08,2025-11-09
1165,8255,2406,2025-08-31,2025-09-13
1166,5396,1014,2026-02-13,2026-03-13
1167,5997,2012,2025-12-01,2025-12-13
1168,3261,1456,2026-04-06,2026-04-09
1169,8827,579,2026-01-04,2026-01-12
1170,7072,2745,2026-06-13,2026-07-07
1171,6289,3558,2026-05-15,2026-06-14
1172,9815,4349,2025-08-30,2025-09-10
1173,5218,3304,2026-01-07,2026-02-01
1174,244,815,2025-11-30,2025-12-14
1175,3586,855,2025-12-13,2025-12-25
1176,2294,3622,2026-03-15,2026-03-27
1177,9741,4718,2026-03-04,
1178,2172,4084,2025-10-20,2025-11-05
1179,6452,1311,2026-02-09,2026-02-10
1180,6667,3480,2026-04-21,2026-05-04
1181,7203,1962,2026-04-28,2026-05-16
1182,4568,442,2026-04-02,2026-04-20
1183,9824,4836,2025-11-30,2025-12-22
1184,2369,1453,2025-08-03,2025-08-14
1185,6139,4150,2026-03-03,2026-03-09
1186,9191,3715,2025-06-23,2025-07-12
1187,4417,2789,2025-09-11,2025-09-12
1188,3009,271,2026-04-26,2026-05-09
1189,544,4771,2026-01-08,2026-01-29
1190,9159,2687,2025-06-29,
1191,5138,3032,2026-05-26,
1192,1162,436,2025-11-27,2025-12-13
1193,3533,4946,2025-08-19,
1194,4202,2608,2025-07-30,
1195,4676,2897,2025-06-21,
1196,5890,2700,2026-04-26,2026-05-18
1197,9044,4559,2025-12-05,
1198,7365,1469,2025-08-10,2025-08-23
1199,6464,1600,2026-01-11,2026-02-02
1200,84,677,2025-06-27,2025-07-21
1201,1383,2260,2025-06-29,2025-07-20
1202,8238,1549,2026-05-31,2026-06-26
1203,8635,986,2025-11-01,2025-11-14
1204,4031,4283,2025-10-24,2025-11-10
1205,442,4449,2025-08-18,2025-08-25
1206,8677,1235,2026-01-11,2026-01-19
1207,5191,549,2025-07-13,
1208,9755,161,2025-06-23,2025-07-05
1209,1340,3694,2025-12-09,
1210,4161,1068,2025-10-11,2025-10-17
1211,5385,1911,2025-06-18,2025-07-18
1212,415,811,2026-04-03,2026-05-02
1213,6216,1868,2025-07-21,2025-08-14
1214,3864,4694,2025-09-30,2025-10-25
1215,4396,361,2025-08-13,2025-08-31
1216,9892,4410,2025-12-23,2025-12-27
1217,8455,648,2025-12-28,2026-01-04
1218,7737,2350,2025-08-31,2025-09-21
1219,1881,244,2026-03-21,2026-04-14
1220,9374,4742,2025-08-02,2025-08-13
1221,7063,2984,2026-05-14,2026-05-26
1222,7095,3386,2026-01-16,2026-02-14
1223,766,363,2025-09-01,
1224,6235,1092,2025-11-22,2025-11-25
1225,4319,3480,2025-09-30,2025-10-22
1226,8056,4551,2025-08-15,2025-08-16
1227,8923,2132,2025-06-30,2025-07-19
1228,7096,1264,2026-02-10,2026-02-26
1229,2006,111,2026-04-01,
1230,6225,1192,2025-07-04,2025-07-20
1231,3303,3553,2025-07-19,2025-07-20
1232,8531,2267,2025-07-18,2025-08-04
1233,5617,2112,2025-10-24,2025-11-08
1234,5571,2594,2025-07-13,2025-07-26
1235,1273,2434,2026-04-10,2026-05-09
1236,7225,2967,2025-09-01,
1237,5580,1083,2025-07-29,2025-08-01
1238,3283,3021,2025-09-24,2025-09-26
1239,7873,383,2026-04-02,2026-04-10
1240,6762,4587,2025-11-13,2025-11-17
1241,2279,2721,2025-07-09,2025-07-21
1242,9325,4812,2025-07-30,
1243,2603,1331,2026-04-18,2026-04-21
1244,8876,1856,2025-08-09,2025-08-29
1245,835,2407,2026-01-20,
1246,367,1273,2025-10-31,
1247,3048,2574,2026-03-18,2026-03-21
1248,5232,4329,2025-09-10,2025-10-07
1249,7477,4410,2025-07-07,
1250,9322,4478,2025-11-11,2025-12-10
1251,7281,428,2025-09-18,2025-09-28
1252,7091,4487,2025-11-05,2025-11-25
1253,3030,477,2026-05-14,2026-05-18
1254,7900,4085,2026-01-24,2026-01-26
1255,1549,2403,2025-09-01,
1256,7098,3023,2026-03-31,2026-04-30
1257,3849,4559,2025-08-14,2025-08-21
1258,6767,4003,2026-05-09,2026-05-25
1259,1350,3879,2025-12-29,2026-01-15
1260,9543,3078,2025-08-28,2025-09-18
1261,9613,1191,2026-01-16,2026-01-29
1262,9802,2630,2025-08-28,2025-09-07
1263,131,1006,2025-07-10,
1264,7260,4454,2025-11-10,
1265,5816,1225,2026-05-03,2026-05-31
1266,7414,750,2026-02-02,2026-02-18
1267,4256,128,2025-06-30,2025-07-28
1268,1951,1608,2025-12-13,2025-12-14
1269,2038,2226,2025-07-30,
1270,7198,765,2026-01-17,
1271,5352,4634,2026-05-31,2026-06-02
1272,1861,3436,2025-08-01,2025-08-31
1273,9527,3514,2025-07-22,2025-07-24
1274,8504,2304,2025-11-27,2025-12-26
1275,9959,1906,2025-06-26,2025-06-28
1276,4656,2037,2025-08-01,2025-08-23
1277,8616,4567,2025-12-19,2026-01-14
1278,5038,1185,2025-09-19,2025-09-23
1279,2060,4408,2025-07-21,2025-07-26
1280,6971,3601,2026-02-22,2026-03-05
1281,6940,4016,2025-11-06,2025-11-27
1282,10229,3896,2025-12-07,
1283,2368,878,2025-12-19,2025-12-29
1284,9284,3516,2025-06-16,2025-07-11
1285,4594,493,2025-07-04,2025-07-22
1286,656,2600,2025-07-12,2025-07-17
